# gnuplot data generated by MooNMD
#          x           y           p         psi         u-1         u-2         |u|
#
 17.50000000  3.50000000  0.02677457  3.38052222  1.11366880  0.01647378  1.11379063
 18.25000000  3.50000000  0.02134061  3.36818150  1.11849356  0.01561098  1.11860250
 18.25000000  4.00000000  0.01734976  3.92705604  1.11703409  0.01263513  1.11710555
 17.50000000  4.00000000  0.02278372  3.93682037  1.11157530  0.01277957  1.11164876


 17.50000000  3.00000000  0.03166261  2.82284499  1.11702608  0.01939380  1.11719442
 18.25000000  3.00000000  0.02481141  2.80841194  1.12054456  0.01807127  1.12069027
 18.25000000  3.50000000  0.02066144  3.36818150  1.11849356  0.01561098  1.11860250
 17.50000000  3.50000000  0.02751263  3.38052222  1.11366880  0.01647378  1.11379063
 17.50000000  3.00000000  0.03166261  2.82284499  1.11702608  0.01939380  1.11719442


 19.00000000  5.00000000  0.00748152  5.03858598  1.12074021  0.00676973  1.12076065
 18.25000000  5.00000000  0.01155112  5.04354501  1.11683873  0.00625005  1.11685621
 18.25000000  4.50000000  0.01421021  4.48539360  1.11635436  0.00944693  1.11639433
 19.00000000  4.50000000  0.01014060  4.47841010  1.12048416  0.00902076  1.12052047
 19.00000000  5.00000000  0.00748152  5.03858598  1.12074021  0.00676973  1.12076065


 17.50000000  5.00000000  0.01460243  5.04776435  1.11137303  0.00463328  1.11138269
 17.50000000  4.50000000  0.01804451  4.49238671  1.11073519  0.00874479  1.11076961
 18.25000000  4.50000000  0.01456196  4.48539360  1.11635436  0.00944693  1.11639433
 18.25000000  5.00000000  0.01111989  5.04354501  1.11683873  0.00625005  1.11685621
 17.50000000  5.00000000  0.01460243  5.04776435  1.11137303  0.00463328  1.11138269


 17.50000000  4.00000000  0.02220247  3.93682037  1.11157530  0.01277957  1.11164876
 18.25000000  4.00000000  0.01790129  3.92705604  1.11703409  0.01263513  1.11710555
 18.25000000  4.50000000  0.01415926  4.48539360  1.11635436  0.00944693  1.11639433
 17.50000000  4.50000000  0.01846043  4.49238671  1.11073519  0.00874479  1.11076961
 17.50000000  4.00000000  0.02220247  3.93682037  1.11157530  0.01277957  1.11164876


 19.00000000  4.00000000  0.01257715  3.91802198  1.12110399  0.01129295  1.12116087
 19.00000000  4.50000000  0.00979204  4.47841010  1.12048416  0.00902076  1.12052047
 18.25000000  4.50000000  0.01458909  4.48539360  1.11635436  0.00944693  1.11639433
 18.25000000  4.00000000  0.01737420  3.92705604  1.11703409  0.01263513  1.11710555
 19.00000000  4.00000000  0.01257715  3.91802198  1.12110399  0.01129295  1.12116087


 16.00000000  5.00000000  0.01722896  5.04280935  1.10180863 -0.01665105  1.10193444
 16.00000000  4.50000000  0.02224121  4.49185230  1.10244498 -0.01654997  1.10256920
 16.75000000  4.50000000  0.02131804  4.49688347  1.10488329  0.00173767  1.10488466
 16.75000000  5.00000000  0.01630579  5.04927888  1.10526627 -0.00168200  1.10526755
 16.00000000  5.00000000  0.01722896  5.04280935  1.10180863 -0.01665105  1.10193444


 16.00000000  4.00000000  0.02845513  3.94007394  1.10464705 -0.01706350  1.10477883
 16.75000000  4.00000000  0.02676134  3.94411959  1.10620489  0.00467990  1.10621479
 16.75000000  4.50000000  0.02089535  4.49688347  1.10488329  0.00173767  1.10488466
 16.00000000  4.50000000  0.02258914  4.49185230  1.10244498 -0.01654997  1.10256920
 16.00000000  4.00000000  0.02845513  3.94007394  1.10464705 -0.01706350  1.10477883


 17.50000000  4.00000000  0.02284520  3.93682037  1.11157530  0.01277957  1.11164876
 17.50000000  4.50000000  0.01805147  4.49238671  1.11073519  0.00874479  1.11076961
 16.75000000  4.50000000  0.02130137  4.49688347  1.10488329  0.00173767  1.10488466
 16.75000000  4.00000000  0.02609510  3.94411959  1.10620489  0.00467990  1.10621479
 17.50000000  4.00000000  0.02284520  3.93682037  1.11157530  0.01277957  1.11164876


 17.50000000  5.00000000  0.01420930  5.04776435  1.11137303  0.00463328  1.11138269
 16.75000000  5.00000000  0.01662583  5.04927888  1.10526627 -0.00168200  1.10526755
 16.75000000  4.50000000  0.02088641  4.49688347  1.10488329  0.00173767  1.10488466
 17.50000000  4.50000000  0.01846989  4.49238671  1.11073519  0.00874479  1.11076961
 17.50000000  5.00000000  0.01420930  5.04776435  1.11137303  0.00463328  1.11138269


 16.00000000  1.00000000  0.09015388  0.63754361  0.98579691 -0.00575229  0.98581369
 16.75000000  1.00000000  0.07105920  0.63361349  0.99752486  0.01390615  0.99762179
 16.75000000  1.50000000  0.06228583  1.16071036  1.09355715  0.01040210  1.09360662
 16.00000000  1.50000000  0.08138051  1.16005420  1.08833797 -0.01491073  1.08844011
 16.00000000  1.00000000  0.09015388  0.63754361  0.98579691 -0.00575229  0.98581369


 17.50000000  1.00000000  0.05104536  0.61944634  0.99752454  0.02179424  0.99776259
 17.50000000  1.50000000  0.04621120  1.14788094  1.09536379  0.02103232  1.09556569
 16.75000000  1.50000000  0.06428494  1.16071036  1.09355715  0.01040210  1.09360662
 16.75000000  1.00000000  0.06911909  0.63361349  0.99752486  0.01390615  0.99762179
 17.50000000  1.00000000  0.05104536  0.61944634  0.99752454  0.02179424  0.99776259


 17.50000000  2.00000000  0.04159078  1.70296454  1.11895219  0.02086199  1.11914665
 16.75000000  2.00000000  0.05614291  1.71581042  1.11965596  0.01007960  1.11970133
 16.75000000  1.50000000  0.06233438  1.16071036  1.09355715  0.01040210  1.09360662
 17.50000000  1.50000000  0.04778225  1.14788094  1.09536379  0.02103232  1.09556569
 17.50000000  2.00000000  0.04159078  1.70296454  1.11895219  0.02086199  1.11914665


 16.00000000  2.00000000  0.06852729  1.71375421  1.11797601 -0.01808324  1.11812225
 16.00000000  1.50000000  0.07891351  1.16005420  1.08833797 -0.01491073  1.08844011
 16.75000000  1.50000000  0.06451722  1.16071036  1.09355715  0.01040210  1.09360662
 16.75000000  2.00000000  0.05413100  1.71581042  1.11965596  0.01007960  1.11970133
 16.00000000  2.00000000  0.06852729  1.71375421  1.11797601 -0.01808324  1.11812225


 19.00000000  1.00000000  0.02104425  0.58722493  0.97980587  0.01813831  0.97997374
 19.00000000  1.50000000  0.02059024  1.11403322  1.10027892  0.02109676  1.10048116
 18.25000000  1.50000000  0.03313258  1.13088949  1.09806151  0.02286482  1.09829954
 18.25000000  1.00000000  0.03358658  0.60255342  0.99061726  0.02192460  0.99085985
 19.00000000  1.00000000  0.02104425  0.58722493  0.97980587  0.01813831  0.97997374


 19.00000000  2.00000000  0.01991796  1.67148030  1.12268909  0.01926825  1.12285443
 18.25000000  2.00000000  0.03094377  1.68681155  1.11971737  0.02100113  1.11991430
 18.25000000  1.50000000  0.03231629  1.13088949  1.09806151  0.02286482  1.09829954
 19.00000000  1.50000000  0.02129048  1.11403322  1.10027892  0.02109676  1.10048116
 19.00000000  2.00000000  0.01991796  1.67148030  1.12268909  0.01926825  1.12285443


 17.50000000  2.00000000  0.04302127  1.70296454  1.11895219  0.02086199  1.11914665
 17.50000000  1.50000000  0.04631682  1.14788094  1.09536379  0.02103232  1.09556569
 18.25000000  1.50000000  0.03332496  1.13088949  1.09806151  0.02286482  1.09829954
 18.25000000  2.00000000  0.03002941  1.68681155  1.11971737  0.02100113  1.11991430
 17.50000000  2.00000000  0.04302127  1.70296454  1.11895219  0.02086199  1.11914665


 17.50000000  1.00000000  0.04980790  0.61944634  0.99752454  0.02179424  0.99776259
 18.25000000  1.00000000  0.03437918  0.60255342  0.99061726  0.02192460  0.99085985
 18.25000000  1.50000000  0.03220460  1.13088949  1.09806151  0.02286482  1.09829954
 17.50000000  1.50000000  0.04763332  1.14788094  1.09536379  0.02103232  1.09556569
 17.50000000  1.00000000  0.04980790  0.61944634  0.99752454  0.02179424  0.99776259


 19.00000000  3.00000000  0.01661394  2.79574318  1.12362545  0.01548250  1.12373212
 18.25000000  3.00000000  0.02474244  2.80841194  1.12054456  0.01807127  1.12069027
 18.25000000  2.50000000  0.02727304  2.24764299  1.12222010  0.01976552  1.12239415
 19.00000000  2.50000000  0.01914455  2.23360957  1.12473675  0.01730851  1.12486993
 19.00000000  3.00000000  0.01661394  2.79574318  1.12362545  0.01548250  1.12373212


 17.50000000  3.00000000  0.03258720  2.82284499  1.11702608  0.01939380  1.11719442
 17.50000000  2.50000000  0.03673647  2.26333773  1.12061383  0.02093584  1.12080938
 18.25000000  2.50000000  0.02813991  2.24764299  1.12222010  0.01976552  1.12239415
 18.25000000  3.00000000  0.02399064  2.80841194  1.12054456  0.01807127  1.12069027
 17.50000000  3.00000000  0.03258720  2.82284499  1.11702608  0.01939380  1.11719442


 17.50000000  2.00000000  0.04175530  1.70296454  1.11895219  0.02086199  1.11914665
 18.25000000  2.00000000  0.03108379  1.68681155  1.11971737  0.02100113  1.11991430
 18.25000000  2.50000000  0.02718551  2.24764299  1.12222010  0.01976552  1.12239415
 17.50000000  2.50000000  0.03785702  2.26333773  1.12061383  0.02093584  1.12080938
 17.50000000  2.00000000  0.04175530  1.70296454  1.11895219  0.02086199  1.11914665


 19.00000000  2.00000000  0.02059364  1.67148030  1.12268909  0.01926825  1.12285443
 19.00000000  2.50000000  0.01851219  2.23360957  1.12473675  0.01730851  1.12486993
 18.25000000  2.50000000  0.02803837  2.24764299  1.12222010  0.01976552  1.12239415
 18.25000000  2.00000000  0.03011982  1.68681155  1.11971737  0.02100113  1.11991430
 19.00000000  2.00000000  0.02059364  1.67148030  1.12268909  0.01926825  1.12285443


 16.00000000  3.00000000  0.04569718  2.83149570  1.11302930 -0.01884361  1.11318880
 16.00000000  2.50000000  0.05474911  2.27350371  1.11833389 -0.01905962  1.11849629
 16.75000000  2.50000000  0.04777109  2.27616622  1.11938279  0.00988777  1.11942646
 16.75000000  3.00000000  0.03871916  2.83456542  1.11377509  0.00882187  1.11381003
 16.00000000  3.00000000  0.04569718  2.83149570  1.11302930 -0.01884361  1.11318880


 16.00000000  2.00000000  0.06640510  1.71375421  1.11797601 -0.01808324  1.11812225
 16.75000000  2.00000000  0.05620583  1.71581042  1.11965596  0.01007960  1.11970133
 16.75000000  2.50000000  0.04612197  2.27616622  1.11938279  0.00988777  1.11942646
 16.00000000  2.50000000  0.05632124  2.27350371  1.11833389 -0.01905962  1.11849629
 16.00000000  2.00000000  0.06640510  1.71375421  1.11797601 -0.01808324  1.11812225


 17.50000000  2.00000000  0.04313634  1.70296454  1.11895219  0.02086199  1.11914665
 17.50000000  2.50000000  0.03659645  2.26333773  1.12061383  0.02093584  1.12080938
 16.75000000  2.50000000  0.04775893  2.27616622  1.11938279  0.00988777  1.11942646
 16.75000000  2.00000000  0.05429882  1.71581042  1.11965596  0.01007960  1.11970133
 17.50000000  2.00000000  0.04313634  1.70296454  1.11895219  0.02086199  1.11914665


 17.50000000  3.00000000  0.03160421  2.82284499  1.11702608  0.01939380  1.11719442
 16.75000000  3.00000000  0.03992850  2.83456542  1.11377509  0.00882187  1.11381003
 16.75000000  2.50000000  0.04625844  2.27616622  1.11938279  0.00988777  1.11942646
 17.50000000  2.50000000  0.03793416  2.26333773  1.12061383  0.02093584  1.12080938
 17.50000000  3.00000000  0.03160421  2.82284499  1.11702608  0.01939380  1.11719442


 15.99999840  0.00000000  0.09640965  0.00042765  0.03538815 -0.00001796  0.03538816
 16.74999845  0.00000000  0.07239660  0.00045858  0.03367236 -0.00003032  0.03367237
 16.74999884  0.25000000  0.07282709  0.05763754  0.40927522  0.00397677  0.40929454
 15.99999880  0.25000000  0.09684015  0.06006370  0.42425239  0.00204057  0.42425730
 15.99999840  0.00000000  0.09640965  0.00042765  0.03538815 -0.00001796  0.03538816


 17.49999850  0.00000000  0.05101311  0.00049575  0.03154036 -0.00002951  0.03154037
 17.49999887  0.25000000  0.05152056  0.05450616  0.38879372  0.00414571  0.38881582
 16.74999884  0.25000000  0.07277723  0.05763754  0.40927522  0.00397677  0.40929454
 16.74999845  0.00000000  0.07226977  0.00045858  0.03367236 -0.00003032  0.03367237
 17.49999850  0.00000000  0.05101311  0.00049575  0.03154036 -0.00002951  0.03154037


 17.49999925  0.50000000  0.05149835  0.18884746  0.67299229  0.01199724  0.67309922
 16.74999922  0.50000000  0.07281300  0.19761634  0.69486193  0.01063220  0.69494327
 16.74999884  0.25000000  0.07280568  0.05763754  0.40927522  0.00397677  0.40929454
 17.49999887  0.25000000  0.05149102  0.05450616  0.38879372  0.00414571  0.38881582
 17.49999925  0.50000000  0.05149835  0.18884746  0.67299229  0.01199724  0.67309922


 15.99999920  0.50000000  0.09659029  0.20341601  0.70404541  0.00363435  0.70405479
 15.99999880  0.25000000  0.09680325  0.06006370  0.42425239  0.00204057  0.42425730
 16.74999884  0.25000000  0.07291294  0.05763754  0.40927522  0.00397677  0.40929454
 16.74999922  0.50000000  0.07269998  0.19761634  0.69486193  0.01063220  0.69494327
 15.99999920  0.50000000  0.09659029  0.20341601  0.70404541  0.00363435  0.70405479


 18.99999860  0.00000000  0.02030567  0.00055406  0.02808775 -0.00001677  0.02808776
 18.99999895  0.25000000  0.02061607  0.04942530  0.35494286  0.00247294  0.35495147
 18.24999891  0.25000000  0.03404692  0.05163620  0.36970455  0.00343853  0.36972054
 18.24999855  0.00000000  0.03373652  0.00052885  0.02959673 -0.00002370  0.02959674
 18.99999860  0.00000000  0.02030567  0.00055406  0.02808775 -0.00001677  0.02808776


 18.99999930  0.50000000  0.02060008  0.17363958  0.62897862  0.00753538  0.62902376
 18.24999928  0.50000000  0.03412753  0.18035728  0.64911106  0.01030260  0.64919282
 18.24999891  0.25000000  0.03407958  0.05163620  0.36970455  0.00343853  0.36972054
 18.99999895  0.25000000  0.02055213  0.04942530  0.35494286  0.00247294  0.35495147
 18.99999930  0.50000000  0.02060008  0.17363958  0.62897862  0.00753538  0.62902376


 17.49999925  0.50000000  0.05156660  0.18884746  0.67299229  0.01199724  0.67309922
 17.49999887  0.25000000  0.05150336  0.05450616  0.38879372  0.00414571  0.38881582
 18.24999891  0.25000000  0.03402148  0.05163620  0.36970455  0.00343853  0.36972054
 18.24999928  0.50000000  0.03408472  0.18035728  0.64911106  0.01030260  0.64919282
 17.49999925  0.50000000  0.05156660  0.18884746  0.67299229  0.01199724  0.67309922


 17.49999850  0.00000000  0.05103046  0.00049575  0.03154036 -0.00002951  0.03154037
 18.24999855  0.00000000  0.03365232  0.00052885  0.02959673 -0.00002370  0.02959674
 18.24999891  0.25000000  0.03408494  0.05163620  0.36970455  0.00343853  0.36972054
 17.49999887  0.25000000  0.05146308  0.05450616  0.38879372  0.00414571  0.38881582
 17.49999850  0.00000000  0.05103046  0.00049575  0.03154036 -0.00002951  0.03154037


 19.00000000  1.00000000  0.02062388  0.58722493  0.97980587  0.01813831  0.97997374
 18.25000000  1.00000000  0.03401241  0.60255342  0.99061726  0.02192460  0.99085985
 18.24999964  0.75000000  0.03401679  0.37018922  0.85692754  0.01739233  0.85710402
 18.99999965  0.75000000  0.02062826  0.35853301  0.83873308  0.01339820  0.83884009
 19.00000000  1.00000000  0.02062388  0.58722493  0.97980587  0.01813831  0.97997374


 17.50000000  1.00000000  0.05055560  0.61944634  0.99752454  0.02179424  0.99776259
 17.49999963  0.75000000  0.05106292  0.38404804  0.87452781  0.01883340  0.87473058
 18.24999964  0.75000000  0.03407038  0.37018922  0.85692754  0.01739233  0.85710402
 18.25000000  1.00000000  0.03356306  0.60255342  0.99061726  0.02192460  0.99085985
 17.50000000  1.00000000  0.05055560  0.61944634  0.99752454  0.02179424  0.99776259


 17.49999925  0.50000000  0.05149249  0.18884746  0.67299229  0.01199724  0.67309922
 18.24999928  0.50000000  0.03412673  0.18035728  0.64911106  0.01030260  0.64919282
 18.24999964  0.75000000  0.03391116  0.37018922  0.85692754  0.01739233  0.85710402
 17.49999963  0.75000000  0.05127692  0.38404804  0.87452781  0.01883340  0.87473058
 17.49999925  0.50000000  0.05149249  0.18884746  0.67299229  0.01199724  0.67309922


 18.99999930  0.50000000  0.02059141  0.17363958  0.62897862  0.00753538  0.62902376
 18.99999965  0.75000000  0.02058496  0.35853301  0.83873308  0.01339820  0.83884009
 18.24999964  0.75000000  0.03409720  0.37018922  0.85692754  0.01739233  0.85710402
 18.24999928  0.50000000  0.03410366  0.18035728  0.64911106  0.01030260  0.64919282
 18.99999930  0.50000000  0.02059141  0.17363958  0.62897862  0.00753538  0.62902376


 16.00000000  1.00000000  0.09151578  0.63754361  0.98579691 -0.00575229  0.98581369
 15.99999960  0.75000000  0.09430021  0.40331394  0.88013992  0.00050037  0.88014007
 16.74999961  0.75000000  0.07210248  0.39702952  0.88525886  0.01443929  0.88537661
 16.75000000  1.00000000  0.06931804  0.63361349  0.99752486  0.01390615  0.99762179
 16.00000000  1.00000000  0.09151578  0.63754361  0.98579691 -0.00575229  0.98581369


 15.99999920  0.50000000  0.09628853  0.20341601  0.70404541  0.00363435  0.70405479
 16.74999922  0.50000000  0.07300580  0.19761634  0.69486193  0.01063220  0.69494327
 16.74999961  0.75000000  0.07158398  0.39702952  0.88525886  0.01443929  0.88537661
 15.99999960  0.75000000  0.09486671  0.40331394  0.88013992  0.00050037  0.88014007
 15.99999920  0.50000000  0.09628853  0.20341601  0.70404541  0.00363435  0.70405479


 17.49999925  0.50000000  0.05162813  0.18884746  0.67299229  0.01199724  0.67309922
 17.49999963  0.75000000  0.05096835  0.38404804  0.87452781  0.01883340  0.87473058
 16.74999961  0.75000000  0.07199592  0.39702952  0.88525886  0.01443929  0.88537661
 16.74999922  0.50000000  0.07265571  0.19761634  0.69486193  0.01063220  0.69494327
 17.49999925  0.50000000  0.05162813  0.18884746  0.67299229  0.01199724  0.67309922


 17.50000000  1.00000000  0.04984171  0.61944634  0.99752454  0.02179424  0.99776259
 16.75000000  1.00000000  0.07018659  0.63361349  0.99752486  0.01390615  0.99762179
 16.74999961  0.75000000  0.07161920  0.39702952  0.88525886  0.01443929  0.88537661
 17.49999963  0.75000000  0.05127432  0.38404804  0.87452781  0.01883340  0.87473058
 17.50000000  1.00000000  0.04984171  0.61944634  0.99752454  0.02179424  0.99776259


 18.99999860  0.00000000  0.02041236  0.00055406  0.02808775 -0.00001677  0.02808776
 19.74999865  0.00000000  0.01039067  0.00057118  0.02704635 -0.00001070  0.02704636
 19.74999899  0.25000000  0.01058609  0.04791939  0.34490811  0.00159237  0.34491179
 18.99999895  0.25000000  0.02060777  0.04942530  0.35494286  0.00247294  0.35495147
 18.99999860  0.00000000  0.02041236  0.00055406  0.02808775 -0.00001677  0.02808776


 20.49999870  0.00000000  0.00301718  0.00058180  0.02639280 -0.00000634  0.02639280
 20.49999902  0.25000000  0.00313107  0.04698352  0.33868574  0.00094731  0.33868707
 19.74999899  0.25000000  0.01060535  0.04791939  0.34490811  0.00159237  0.34491179
 19.74999865  0.00000000  0.01049146  0.00057118  0.02704635 -0.00001070  0.02704636
 20.49999870  0.00000000  0.00301718  0.00058180  0.02639280 -0.00000634  0.02639280


 20.49999935  0.50000000  0.00310825  0.16610204  0.60528262  0.00293244  0.60528972
 19.74999932  0.50000000  0.01060677  0.16900326  0.61453356  0.00489212  0.61455303
 19.74999899  0.25000000  0.01060721  0.04791939  0.34490811  0.00159237  0.34491179
 20.49999902  0.25000000  0.00310870  0.04698352  0.33868574  0.00094731  0.33868707
 20.49999935  0.50000000  0.00310825  0.16610204  0.60528262  0.00293244  0.60528972


 18.99999930  0.50000000  0.02063953  0.17363958  0.62897862  0.00753538  0.62902376
 18.99999895  0.25000000  0.02062420  0.04942530  0.35494286  0.00247294  0.35495147
 19.74999899  0.25000000  0.01054190  0.04791939  0.34490811  0.00159237  0.34491179
 19.74999932  0.50000000  0.01055723  0.16900326  0.61453356  0.00489212  0.61455303
 18.99999930  0.50000000  0.02063953  0.17363958  0.62897862  0.00753538  0.62902376


 21.99999880  0.00000000 -0.00759109  0.00059178  0.02578246 -0.00000258  0.02578246
 21.99999910  0.25000000 -0.00754868  0.04610174  0.33278503  0.00031426  0.33278518
 21.24999906  0.25000000 -0.00264357  0.04643041  0.33499803  0.00054454  0.33499847
 21.24999875  0.00000000 -0.00268598  0.00058806  0.02600741 -0.00000368  0.02600741
 21.99999880  0.00000000 -0.00759109  0.00059178  0.02578246 -0.00000258  0.02578246


 21.99999940  0.50000000 -0.00754396  0.16333700  0.59630829  0.00101356  0.59630915
 21.24999937  0.50000000 -0.00263613  0.16437508  0.59969888  0.00170941  0.59970132
 21.24999906  0.25000000 -0.00264657  0.04643041  0.33499803  0.00054454  0.33499847
 21.99999910  0.25000000 -0.00755441  0.04610174  0.33278503  0.00031426  0.33278518
 21.99999940  0.50000000 -0.00754396  0.16333700  0.59630829  0.00101356  0.59630915


 20.49999935  0.50000000  0.00315939  0.16610204  0.60528262  0.00293244  0.60528972
 20.49999902  0.25000000  0.00315721  0.04698352  0.33868574  0.00094731  0.33868707
 21.24999906  0.25000000 -0.00267905  0.04643041  0.33499803  0.00054454  0.33499847
 21.24999937  0.50000000 -0.00267686  0.16437508  0.59969888  0.00170941  0.59970132
 20.49999935  0.50000000  0.00315939  0.16610204  0.60528262  0.00293244  0.60528972


 20.49999870  0.00000000  0.00309479  0.00058180  0.02639280 -0.00000634  0.02639280
 21.24999875  0.00000000 -0.00273623  0.00058806  0.02600741 -0.00000368  0.02600741
 21.24999906  0.25000000 -0.00266971  0.04643041  0.33499803  0.00054454  0.33499847
 20.49999902  0.25000000  0.00316131  0.04698352  0.33868574  0.00094731  0.33868707
 20.49999870  0.00000000  0.00309479  0.00058180  0.02639280 -0.00000634  0.02639280


 22.00000000  1.00000000 -0.00740692  0.55920258  0.94677881  0.00310795  0.94678391
 21.25000000  1.00000000 -0.00249660  0.56231992  0.95139238  0.00511307  0.95140612
 21.24999969  0.75000000 -0.00260161  0.34139285  0.80613615  0.00328625  0.80614285
 21.99999970  0.75000000 -0.00751194  0.33939516  0.80190460  0.00196572  0.80190701
 22.00000000  1.00000000 -0.00740692  0.55920258  0.94677881  0.00310795  0.94678391


 20.50000000  1.00000000  0.00335653  0.56737321  0.95842236  0.00838918  0.95845907
 20.49999967  0.75000000  0.00320559  0.34468689  0.81296584  0.00555589  0.81298483
 21.24999969  0.75000000 -0.00265131  0.34139285  0.80613615  0.00328625  0.80614285
 21.25000000  1.00000000 -0.00250037  0.56231992  0.95139238  0.00511307  0.95140612
 20.50000000  1.00000000  0.00335653  0.56737321  0.95842236  0.00838918  0.95845907


 20.49999935  0.50000000  0.00314861  0.16610204  0.60528262  0.00293244  0.60528972
 21.24999937  0.50000000 -0.00267791  0.16437508  0.59969888  0.00170941  0.59970132
 21.24999969  0.75000000 -0.00263493  0.34139285  0.80613615  0.00328625  0.80614285
 20.49999967  0.75000000  0.00319160  0.34468689  0.81296584  0.00555589  0.81298483
 20.49999935  0.50000000  0.00314861  0.16610204  0.60528262  0.00293244  0.60528972


 21.99999940  0.50000000 -0.00754389  0.16333700  0.59630829  0.00101356  0.59630915
 21.99999970  0.75000000 -0.00750601  0.33939516  0.80190460  0.00196572  0.80190701
 21.24999969  0.75000000 -0.00260641  0.34139285  0.80613615  0.00328625  0.80614285
 21.24999937  0.50000000 -0.00264428  0.16437508  0.59969888  0.00170941  0.59970132
 21.99999940  0.50000000 -0.00754389  0.16333700  0.59630829  0.00101356  0.59630915


 19.00000000  1.00000000  0.02087137  0.58722493  0.97980587  0.01813831  0.97997374
 18.99999965  0.75000000  0.02068368  0.35853301  0.83873308  0.01339820  0.83884009
 19.74999966  0.75000000  0.01057280  0.35011902  0.82364866  0.00903657  0.82369823
 19.75000000  1.00000000  0.01076048  0.57541396  0.96822594  0.01301017  0.96831334
 19.00000000  1.00000000  0.02087137  0.58722493  0.97980587  0.01813831  0.97997374


 18.99999930  0.50000000  0.02063285  0.17363958  0.62897862  0.00753538  0.62902376
 19.74999932  0.50000000  0.01053790  0.16900326  0.61453356  0.00489212  0.61455303
 19.74999966  0.75000000  0.01059105  0.35011902  0.82364866  0.00903657  0.82369823
 18.99999965  0.75000000  0.02068600  0.35853301  0.83873308  0.01339820  0.83884009
 18.99999930  0.50000000  0.02063285  0.17363958  0.62897862  0.00753538  0.62902376


 20.49999935  0.50000000  0.00309872  0.16610204  0.60528262  0.00293244  0.60528972
 20.49999967  0.75000000  0.00315096  0.34468689  0.81296584  0.00555589  0.81298483
 19.74999966  0.75000000  0.01065025  0.35011902  0.82364866  0.00903657  0.82369823
 19.74999932  0.50000000  0.01059802  0.16900326  0.61453356  0.00489212  0.61455303
 20.49999935  0.50000000  0.00309872  0.16610204  0.60528262  0.00293244  0.60528972


 20.50000000  1.00000000  0.00332154  0.56737321  0.95842236  0.00838918  0.95845907
 19.75000000  1.00000000  0.01086815  0.57541396  0.96822594  0.01301017  0.96831334
 19.74999966  0.75000000  0.01066982  0.35011902  0.82364866  0.00903657  0.82369823
 20.49999967  0.75000000  0.00312322  0.34468689  0.81296584  0.00555589  0.81298483
 20.50000000  1.00000000  0.00332154  0.56737321  0.95842236  0.00838918  0.95845907


 19.00000000  1.00000000  0.02071208  0.58722493  0.97980587  0.01813831  0.97997374
 19.75000000  1.00000000  0.01088056  0.57541396  0.96822594  0.01301017  0.96831334
 19.75000000  1.50000000  0.01127253  1.09943838  1.09991352  0.01717559  1.10004762
 19.00000000  1.50000000  0.02110406  1.11403322  1.10027892  0.02109676  1.10048116
 19.00000000  1.00000000  0.02071208  0.58722493  0.97980587  0.01813831  0.97997374


 20.50000000  1.00000000  0.00328444  0.56737321  0.95842236  0.00838918  0.95845907
 20.50000000  1.50000000  0.00391071  1.08819764  1.09717638  0.01250545  1.09724764
 19.75000000  1.50000000  0.01148963  1.09943838  1.09991352  0.01717559  1.10004762
 19.75000000  1.00000000  0.01086336  0.57541396  0.96822594  0.01301017  0.96831334
 20.50000000  1.00000000  0.00328444  0.56737321  0.95842236  0.00838918  0.95845907


 20.50000000  2.00000000  0.00429354  1.64657678  1.12730229  0.01317115  1.12737923
 19.75000000  2.00000000  0.01167665  1.65785088  1.12567700  0.01658094  1.12579911
 19.75000000  1.50000000  0.01139240  1.09943838  1.09991352  0.01717559  1.10004762
 20.50000000  1.50000000  0.00400929  1.08819764  1.09717638  0.01250545  1.09724764
 20.50000000  2.00000000  0.00429354  1.64657678  1.12730229  0.01317115  1.12737923


 19.00000000  2.00000000  0.02047027  1.67148030  1.12268909  0.01926825  1.12285443
 19.00000000  1.50000000  0.02071109  1.11403322  1.10027892  0.02109676  1.10048116
 19.75000000  1.50000000  0.01161841  1.09943838  1.09991352  0.01717559  1.10004762
 19.75000000  2.00000000  0.01137759  1.65785088  1.12567700  0.01658094  1.12579911
 19.00000000  2.00000000  0.02047027  1.67148030  1.12268909  0.01926825  1.12285443


 22.00000000  1.00000000 -0.00746773  0.55920258  0.94677881  0.00310795  0.94678391
 22.00000000  1.50000000 -0.00707936  1.07513869  1.09024739  0.00543415  1.09026093
 21.25000000  1.50000000 -0.00206337  1.08034017  1.09353757  0.00838515  1.09356972
 21.25000000  1.00000000 -0.00245174  0.56231992  0.95139238  0.00511307  0.95140612
 22.00000000  1.00000000 -0.00746773  0.55920258  0.94677881  0.00310795  0.94678391


 22.00000000  2.00000000 -0.00677672  1.63177226  1.12655515  0.00680357  1.12657569
 21.25000000  2.00000000 -0.00161208  1.63796081  1.12739408  0.00969091  1.12743573
 21.25000000  1.50000000 -0.00197219  1.08034017  1.09353757  0.00838515  1.09356972
 22.00000000  1.50000000 -0.00713683  1.07513869  1.09024739  0.00543415  1.09026093
 22.00000000  2.00000000 -0.00677672  1.63177226  1.12655515  0.00680357  1.12657569


